,trial_1,trial_2,trial_3
ari,0.18518265922326438,0.183280010868,0.20540538219547969
asw_cell,0.5553083568811417,0.554702065885067,0.5418557450175285
kbet,0.10101144846907559,0.08904835638271694,0.11417063343103405
asw_batch,0.8996722475430019,0.8960328009171772,0.9191934623401282
