,trial_1,trial_2,trial_3
ari,0.2599016027819662,0.2703076559187373,0.23136091762947414
asw_cell,0.5889308974146843,0.6050641760230064,0.5845229402184486
kbet,0.09850374064837905,0.18532559149120903,0.1135748646616582
asw_batch,0.855559425879415,0.8350965132165358,0.8728282173536777
