,trial_1,trial_2,trial_3
ari,0.1992889178497995,0.09299198219590049,0.19578104700842028
asw_cell,0.5659285932779312,0.5589589737355709,0.5286269448697567
kbet,0.04743598647341963,0.09259590676702976,0.09430836543136009
asw_batch,0.9030416111121011,0.9002577942843433,0.9369067219610547
