,trial_1,trial_2,trial_3
ari,0.6087125912153715,0.06654462332421178,0.14205857809423542
asw_cell,0.5861561894416809,0.5147957447916269,0.5318624824285507
kbet,0.13600390477112848,0.2026051250671339,0.1794208216307592
asw_batch,0.931163023408926,0.9116538026035594,0.8959966721545888
