,trial_1,trial_2,trial_3
ari,0.020444158471542514,0.0730976660468366,0.044580670830380434
asw_cell,0.5601390413939953,0.555549044162035,0.5131330164149404
kbet,0.33414634146341465,0.3479694208706793,0.37094876831121254
asw_batch,0.8724255826211644,0.8757421213105998,0.8915222998910289
