,trial_1,trial_2,trial_3
ari,0.014067423973660875,0.04381967504690042,0.012455619493666002
asw_cell,0.5144981732591987,0.5284505411982536,0.563078410923481
kbet,0.06532897806812879,0.10125991600559962,0.0
asw_batch,0.9069707229755618,0.8768001992629028,0.8147948193153647
