,trial_1,trial_2,trial_3
ari,0.15848700119937453,0.9284280433325005,0.9353931094604748
asw_cell,0.5354273952543736,0.6305570751428604,0.5591637752950191
kbet,0.1961929603194034,0.14819017307293922,0.09074747170379856
asw_batch,0.8432180389742987,0.8590228078391706,0.8754432115337631
