,trial_1,trial_2,trial_3
ari,0.9710542502422833,0.9466003313897765,0.2721347576190771
asw_cell,0.640659362077713,0.632815808057785,0.6144683137536049
kbet,0.1332621990277188,0.12342925788826632,0.031958762886597936
asw_batch,0.8465029701996704,0.8516855117867529,0.8415686243401669
