,trial_1,trial_2,trial_3
ari,0.08422016162335329,0.06586223352238019,0.03536387677398105
asw_cell,0.5761742666363716,0.5898604393005371,0.5665471479296684
kbet,0.16818492954856593,0.2207240347388677,0.043756243756243755
asw_batch,0.8987891127503592,0.9022622551317389,0.8859110160202073
