,trial_1,trial_2,trial_3
ari,0.1951841335967632,0.13749407256095797,0.1418891094255846
asw_cell,0.5652941316366196,0.6207134425640106,0.5600928366184235
kbet,0.32184849440974705,0.19415807560137457,0.28448275862068967
asw_batch,0.8693814316474435,0.8457812093376034,0.8524597889658256
