,trial_1,trial_2,trial_3
ari,0.3605475185275124,0.3300875699090337,0.38589036706139185
asw_cell,0.622939720749855,0.6040294021368027,0.6016982942819595
kbet,0.011419249592169658,0.009989047964823392,0.011509181962867722
asw_batch,0.8644517019798018,0.8441171740664455,0.8608917275477934
