,trial_1,trial_2,trial_3
ari,0.01865821923440461,0.009170362352072222,0.010823510295548868
asw_cell,0.5604569837450981,0.488118551671505,0.48467832151800394
kbet,0.012832477834811012,0.05646290247316846,0.06859542697153523
asw_batch,0.9476598103648347,0.901617778484339,0.8952933574755227
