,trial_1,trial_2,trial_3
ari,0.883302763563593,0.9113993536049018,0.9525231695545222
asw_cell,0.6152220442891121,0.5964082479476929,0.5606822445988655
kbet,0.20147063380472632,0.19868444751734315,0.21544126760945265
asw_batch,0.8651634059549964,0.8786309089167865,0.8944732629565019
