,trial_1,trial_2,trial_3
ari,0.33223435878917124,0.2431801299545986,0.24101243837264208
asw_cell,0.6193870082497597,0.6029179468750954,0.6223332062363625
kbet,0.010113519713068736,0.0,0.0067317189745953795
asw_batch,0.8568905472374313,0.8275597372835342,0.8668015930516118
