,trial_1,trial_2,trial_3
ari,0.14178409427437752,0.11432461270284133,0.19204468017584964
asw_cell,0.567898117005825,0.5552006438374519,0.5248945746570826
kbet,0.08556910588234187,0.11243793300434846,0.10375646491991287
asw_batch,0.8994277766496699,0.9035112788716653,0.9292028494512412
