,trial_1,trial_2,trial_3
ari,0.3019652898404721,0.05189022943151493,0.035147679501170676
asw_cell,0.5432628467679024,0.5386132374405861,0.6044118031859398
kbet,0.12230675849680196,0.20044891744059168,0.40601503759398494
asw_batch,0.8578772310770956,0.8644826928628462,0.8466111810677095
