,trial_1,trial_2,trial_3
ari,0.46977684411333065,0.20271403751062358,0.2877556821164718
asw_cell,0.5287375617772341,0.6229669228196144,0.5486585348844528
kbet,0.13276827142341455,0.16880211130578715,0.17042543075744634
asw_batch,0.8824686578659532,0.8712337159196307,0.9052473444001006
