,trial_1,trial_2,trial_3
ari,0.22866516388958488,0.22909729039217572,0.16273992934588732
asw_cell,0.5395856015384197,0.568006843328476,0.5496685691177845
kbet,0.27201037304664244,0.285158759045947,0.2495569080001487
asw_batch,0.9178834538036962,0.9137976952733748,0.9265358916143658
