,trial_1,trial_2,trial_3
ari,0.0392529286218681,0.017980878365667616,0.032287293287439234
asw_cell,0.5453089773654938,0.6180984303355217,0.5617492347955704
kbet,0.17461467481115295,0.08137089106340278,0.1577631666660819
asw_batch,0.8436918056735156,0.8600122755846387,0.8710245319207306
